concelho.y,ano,Pop,H,M
Sernancelhe,2013,5608,2672,2936
Tabuaço,2013,5839,2787,3052
Tarouca,2013,7654,3702,3952
Torre de Moncorvo,2013,7793,3730,4063
Vila Nova de Foz Côa,2013,6939,3281,3658
Vila Real,2013,51077,24189,26888
Alfandega da Fé,2013,4800,2313,2487
Bragança,2013,35369,16828,18541
Macedo de Cavaleiros,2013,15083,7183,7900
Miranda do Douro,2013,7113,3463,3650
Mirandela,2013,23117,10985,12132
Mogadouro,2013,9087,4460,4627
Vila Flor,2013,6458,3095,3363
Vimioso,2013,4486,2185,2301
Vinhais,2013,8513,4202,4311
Alcobaça,2013,55879,26900,28979
Alenquer,2013,43054,20856,22198
Arruda dos Vinhos,2013,13471,6558,6913
Bombarral,2013,12923,6178,6745
Cadaval,2013,13937,6673,7264
Caldas da Rainha,2013,51450,24173,27277
Lourinhã,2013,25768,12409,13359
Nazaré,2013,15045,7187,7858
Óbidos,2013,11739,5673,6066
Peniche,2013,27294,13143,14151
Sobral de Monte Agraço,2013,10265,4978,5287
Torres Vedras,2013,80299,38449,41850
Águeda,2013,46999,22446,24553
Albergaria-a-Velha,2013,25116,12129,12987
Anadia,2013,28486,13600,14886
Aveiro,2013,79061,37242,41819
Estarreja,2013,26673,12792,13881
Ílhavo,2013,38487,18244,20243
Murtosa,2013,10438,4998,5440
Oliveira do Bairro,2013,22874,10830,12044
Ovar,2013,55055,26382,28673
Sever do Vouga,2013,11880,5722,6158
Vagos,2013,22744,10872,11872
Arganil,2013,11761,5588,6173
Cantanhede,2013,35813,16904,18909
Coimbra,2013,142595,66408,76187
Condeixa-a-Nova,2013,17046,7899,9147
Figueira da Foz,2013,61090,28713,32377
Góis,2013,4151,1915,2236
Lousã,2013,17381,8366,9015
Mealhada,2013,20051,9586,10465
Mira,2013,12335,5808,6527
Miranda do Corvo,2013,12865,6152,6713
Montemor-o-Velho,2013,25628,12316,13312
Mortágua,2013,9366,4472,4894
Oliveira do Hospital,2013,20304,9729,10575
Pampilhosa da Serra,2013,4275,1957,2318
Penacova,2013,14594,6857,7737
Penela,2013,5788,2733,3055
Soure,2013,18620,8811,9809
Tábua,2013,11801,5570,6231
Vila Nova de Poiares,2013,7218,3380,3838
Alvaiázere,2013,6878,3207,3671
Ansião,2013,12714,5984,6730
Batalha,2013,15510,7492,8018
Castanheira de Pêra,2013,3035,1442,1593
Figueiró dos Vinhos,2013,5824,2757,3067
Leiria,2013,126974,60972,66002
Marinha Grande,2013,38559,18546,20013
Pedrógão Grande,2013,3723,1781,1942
Pombal,2013,53918,25615,28303
Porto de Mós,2013,23885,11597,12288
Aguiar da Beira,2013,5732,2641,3091
Carregal do Sal,2013,9580,4533,5047
Castro Daire,2013,14700,7040,7660
Mangualde,2013,19378,9282,10096
Nelas,2013,13726,6497,7229
Oliveira de Frades,2013,9987,4753,5234
Penalva do Castelo,2013,7750,3679,4071
Santa Comba Dão,2013,11313,5314,5999
São Pedro do Sul,2013,16124,7562,8562
Sátão,2013,12048,5679,6369
Tondela,2013,27706,13096,14610
Vila Nova de Paiva,2013,5026,2363,2663
Viseu,2013,99362,46647,52715
Vouzela,2013,10120,4810,5310
Castelo Branco,2013,54989,25944,29045
Idanha-a-Nova,2013,9214,4367,4847
Oleiros,2013,5326,2536,2790
Penamacor,2013,5239,2571,2668
Proença-a-Nova,2013,7901,3791,4110
Vila Velha de Ródão,2013,3411,1580,1831
Abrantes,2013,37676,18104,19572
Alcanena,2013,13410,6455,6955
Constância,2013,4002,1909,2093
Entroncamento,2013,20112,9505,10607
Ferreira do Zêzere,2013,8293,3915,4378
Mação,2013,7049,3329,3720
Ourém,2013,45505,21206,24299
Sardoal,2013,3834,1848,1986
Sertã,2013,15249,7240,8009
Tomar,2013,39297,18462,20835
Torres Novas,2013,35975,17060,18915
Vila de Rei,2013,3501,1595,1906
Vila Nova da Barquinha,2013,7196,3466,3730
Almeida,2013,6925,3203,3722
Belmonte,2013,6649,3202,3447
Celorico da Beira,2013,7298,3446,3852
Covilhã,2013,49992,23857,26135
Figueira de Castelo Rodrigo,2013,5992,2868,3124
Fornos de Algodres,2013,4950,2300,2650
Fundão,2013,28004,13407,14597
Gouveia,2013,13487,6230,7257
Guarda,2013,42033,19936,22097
Manteigas,2013,3317,1557,1760
Meda,2013,4895,2315,2580
Pinhel,2013,9064,4351,4713
Sabugal,2013,12254,5693,6561
Seia,2013,24052,11355,12697
Trancoso,2013,9393,4421,4972
Alcochete,2013,17999,8667,9332
Almada,2013,174504,82242,92262
Amadora,2013,171956,80571,91385
Barreiro,2013,78282,36910,41372
Cascais,2013,208200,97149,111051
Lisboa,2013,541862,250473,291389
Loures,2013,199214,94803,104411
Mafra,2013,78738,38081,40657
Moita,2013,65648,31231,34417
Montijo,2013,52099,24973,27126
Odivelas,2013,145406,68931,76475
Oeiras,2013,171390,79560,91830
Palmela,2013,64649,30930,33719
Seixal,2013,159974,76063,83911
Sesimbra,2013,50213,24458,25755
Setúbal,2013,121717,57852,63865
Sintra,2013,377439,179382,198057
Vila Franca de Xira,2013,136377,65350,71027
Alcácer do Sal,2013,12376,6022,6354
Grândola,2013,14427,7297,7130
Odemira,2013,25908,13254,12654
Santiago do Cacém,2013,29042,14162,14880
Sines,2013,14386,6996,7390
Aljustrel,2013,9121,4507,4614
Almodôvar,2013,7228,3556,3672
Alvito,2013,2510,1179,1331
Barrancos,2013,1751,844,907
Beja,2013,35363,17062,18301
Castro Verde,2013,7242,3517,3725
Cuba,2013,4820,2315,2505
Ferreira do Alentejo,2013,8032,3912,4120
Mértola,2013,6756,3364,3392
Moura,2013,14513,7072,7441
Ourique,2013,5269,2573,2696
Serpa,2013,14969,7348,7621
Vidigueira,2013,5659,2773,2886
Almeirim,2013,23054,10904,12150
Alpiarça,2013,7486,3567,3919
Azambuja,2013,21564,10796,10768
Benavente,2013,29034,13994,15040
Cartaxo,2013,24027,11512,12515
Chamusca,2013,9481,4578,4903
Coruche,2013,19135,9083,10052
Golegã,2013,5822,2714,3108
Rio Maior,2013,21043,10139,10904
Salvaterra de Magos,2013,21996,10435,11561
Santarém,2013,60681,28583,32098
Alter do Chão,2013,3486,1612,1874
Arronches,2013,3133,1503,1630
Avis,2013,4305,2043,2262
Campo Maior,2013,8388,4064,4324
Castelo de Vide,2013,3400,1607,1793
Crato,2013,3643,1698,1945
Elvas,2013,22447,10727,11720
Fronteira,2013,3278,1549,1729
Gavião,2013,3952,1849,2103
Marvão,2013,3382,1645,1737
Monforte,2013,3240,1519,1721
Nisa,2013,7016,3307,3709
Ponte de Sor,2013,16223,7802,8421
Portalegre,2013,24104,11539,12565
Sousel,2013,4849,2253,2596
Alandroal,2013,5573,2716,2857
Arraiolos,2013,7045,3429,3616
Borba,2013,7084,3502,3582
Estremoz,2013,13644,6511,7133
Évora,2013,55847,26423,29424
Montemor-o-Novo,2013,16873,8127,8746
Mora,2013,4793,2299,2494
Mourão,2013,2571,1264,1307
Portel,2013,6139,3016,3123
Redondo,2013,6822,3343,3479
Reguengos de Monsaraz,2013,10524,5099,5425
Vendas Novas,2013,11693,5637,6056
Viana do Alentejo,2013,5701,2725,2976
Vila Viçosa,2013,8063,3941,4122
Albufeira,2013,41391,20170,21221
Alcoutim,2013,2801,1382,1419
Aljezur,2013,5674,2825,2849
Castro Marim,2013,6574,3250,3324
Faro,2013,65696,31147,34549
Lagoa (Algarve),2013,22790,11105,11685
Lagos,2013,31140,15032,16108
Loulé,2013,69765,33797,35968
Monchique,2013,5722,2881,2841
Olhão,2013,44675,21737,22938
Portimão,2013,56353,26940,29413
São Brás de Alportel,2013,10711,5207,5504
Silves,2013,36474,18034,18440
Tavira,2013,26096,12683,13413
Vila do Bispo,2013,5253,2575,2678
Vila Real de Santo António,2013,18837,8982,9855
